ï»¿number,song name,artist,year,genre,lyrics,view record,pic,Unnamed: 8
84,Beside You,keshi,2019,popalternative rb,oh guy got interrupt feelin vibe say im type know mindw talk nothin see like dont lie babi dont lie hi love never felt rightswitch side im besid say alright dont lie babi dont lie way mani head need steadi view smokin cigarett rendezv never meant cross jaw hit floor one two think want youyou say thi aint love still love make love anythin sate ya dont shi decid say make mine dont lie babi dont lie hi love never felt right switch side im besid ya say alright lemm show feel like dont lie babi dont lie hi love never felt right switch side im besid ya say alright dont lie babi dont lie skin fine ahah ah come close babi put mine ah skin fine ahah ah come close babi put mine guy got interrupt feelin vibe say im type know mind talk nothin see like oh oh dont lie babi dont lie hi love never felt right switch side im besid ya say alright lemm show feel like dont lie babi dont lie,"33,126,867",https://drive.google.com/file/d/1CZeLCaz1I-pmW0D6xr33JAbg1N-QYWr_/view?usp=drive_link,
85,Blue,keshi,2017,popalternative rb,impati say still waitin anoth round new face im racin im fine ill never make home sixth street occas cant take chang blue moon differ phase blue moon differ place three hour three month away go back dont want see caus im seem alway reliev say mean got numb fight within bloodlin better dress date night date night dont hit cell unknown number phone dont need help let lay floor dont know like time befor impati say still waitin anoth round new face im racin im fine ill never make home sixth street occas cant take chang blue moon differ phase blue moon differ placestear piec wont even feel know im need move season impati say itstil waitin anoth round new face im race im fine ill never make home sixth street occas cant take chang blue moon differ phase blue moon differ place,"10,341,948",https://drive.google.com/file/d/1pEYzMQh6gtGOGe14f8LzniVTQK1CcIKb/view?usp=drive_link,
86,Somebody,keshi,2017,popalternative rb,babi whi hesit caus know feel want tast let show wanna tryna get trap leg lock go anoth round make bed rock yuh bite neck ima make sweat never give rest never give rest need somebodi babi put bodi said bodi need somebodi babi put bodi said babi babi fuck around put get loud nother round babi need somebodi babi put tell want tetel want babi babi fuck around put get loud nother round babi need somebodi babi put tell want tetel want back girl speakin languag show favorit spot dont gotta say pull close hold tight let go night saddl girl whi keepin waitin hold wanna get want love gon make need somebodi babi put bodi said bodi need somebodi babi put bodi said babi babi fuck around put get loud nother round babi need somebodi babi put tell want tetel want babi keshi babi fuck around put get loud nother round babi need somebodi babi put tell want tetel want pull close pull closehold tight pull pull close pull close pull close hold tight pull pull close,"6,901,077",https://drive.google.com/file/d/1MCln9t8xOGXEu17SaHVAz4Szrgc4TldK/view?usp=drive_link,
87,Less Of You,keshi,2020,popalternative rb,hello awak right god need hear sound pleas calm know selfish onli thing ever made sens dont wanna thi dont know thi without cling side voic night cover eye im terrifi face screen aint adequ replac yeah yeah much time limelight gimm land line want bad wont lie get wors night time never stay long gone morn come home got less leav im piec mayb better cut loos tell day wa im okay dont know dont know dont know dont know dont know dont know time never move slow bed time hit phone tell go go tell go go much time limelight gimm land line want bad wont lie get wors night time never stay long gone morn come home got less leav im piec mayb better cut loos dont know thi without dont know dont know dont know dont know thi without dont know dont know dont know dont know thi without,"20,269,410",https://drive.google.com/file/d/1pEYzMQh6gtGOGe14f8LzniVTQK1CcIKb/view?usp=drive_link,
88,Limbo,keshi,2018,popalternative rb,ive goin motion back forth like ocean fraud shit hope nobodi notic bang chest morn head night drink less want strike light squar im mightiest fight hurt twice tri advic thi shit might die thi shit feel aliv feel aliv feel aliv feel like limbo hand window chasin sunset tempo yeah tempo ooh thi onli show best best look demon saw put mean someon els outta sight outta mind dont know find dont know hide still eat good drink good feel good good cant hear head im sat besid ya fuck lung liver good look mirror feel aliv feel aliv feel aliv feel like limbo hand window chasin sunset tempo tempo ooh thi ill onli show best best ooh tryin im man hopin wont get best best,"25,953,673",https://drive.google.com/file/d/1MCln9t8xOGXEu17SaHVAz4Szrgc4TldK/view?usp=drive_link,
89,Drunk,keshi,2018,popalternative rb,friend drunk im stumblin back bed dont need nobodi els friend drunk im stumblin back bed dont need nobodi els smell like smoke nuit de lhomm sinc last spoke tell go still love blue nothin new careless love ive fewhow bout friend drunk im stumblin back bed dont need nobodi els friend drunk im stumblin back bed dont need nobodi els never thought goneid find hard carri probabl caus fell love way back think us think us friend drunk im stumblin back bed got nobodi els friend drunk im stumblin back bed got got nobodi els,"35,721,011",https://drive.google.com/file/d/1vzfNlQZFJVAGTBuKYVnse6xCk4ackgjF/view?usp=drive_link,
90,Understand,keshi,2020,popalternative rb,never thought id find one life would near got got us babe make feel complet need ooh oohmayb tri let take hand onli one understand guess time ask mine day hope youll stay ill admit im scare caus ive never realli care much thi worth riskooh ooh mayb tri let take handyour onli one understand ooh ooh ooh ooh ooh mayb tri let take hand onli one understand,"3,438,911",https://drive.google.com/file/d/1MCln9t8xOGXEu17SaHVAz4Szrgc4TldK/view?usp=drive_link,
91,Goodbyes,post malone feat young thug,2019,pophiphop,kurt feel much pleasur pain girl spite vain complain need someth chang need take edg tonight dont tell shut know talk much dont got say want head want bedroom tonight way could save caus need save im good goodby act insan stubborn chang im drinkin 80 proof vein fingertip stain look edg dont tonightsaid need thi heart got turn wasnt want wouldnt let go lost im goner want head want bedroom tonight way could save caus need save im good goodby want right life want back tonight im tryna cut knife wanna slice dice argu possess got precis turn tv im watch fight flood garag blue diamond shark barbi life doll nicki minaj dont need key drive car charger wanna see side one unboth dont want never go outsid promis play slidin im tour bu still ridin yeah yeah yeah yeah yeah want head want bedroom tonight way save becaus need save im good goodby goodby goodby goodby goodby goodby goodby goodby goodby goodby im good goodby goodby goodby goodby goodby goodby goodby goodby goodby goodby im good goodby,"185,847,110",https://drive.google.com/file/d/13M80FUoQh8zfHknIqiBQMjEcwTIIPEUK/view?usp=drive_link,
92,Wow.,post malone,2019,pophiphop,said tire lil money need big boy pull twenti inch blade like im lil troy everybodi flockin need decoy shawti mixin vodka lacroix yeah gwagon gwagon gwagon gwagon housew pullin got lot toy 720 bumpin fall boy wa talkin shit begin mmhmmh back wa feelin forgivin forgivin know piss see winnin see winnin see igloo mouth grinnin grinnin yeah hundr band pocketit hundr deep roll like armi get bottl bottl lonelyit moment show got em sayin wow wow wow hundr band pocket yeah grandmama probabl know know get bottl bottl lone moment show got em sayin wow wow wow everywher go hey catch block like im mutombo wow 750 lambo utah snow skrrt trunk front like shit dumbo yeah cut roof like niptuck pull hous big butt turn kitchen counter stripclub dre came got guap yall disappear wow befor drop stoney none yall realli care care alway say congratul kid kid thi 40 im pourin thi shit yeah use lot got yupmad anoth hit caus got bore yup alway goin never punt fourth last call hail mari prescott touchdown ayi yeah hundr band pocket hundr deep roll like armi hey get bottl bottl lone moment show got em sayin wow wow wow wow hundr band pocket goddamn yeah grandmama probabl know goddamn get bottl bottl lone moment show got em sayin wow wow wow wow wow wow sayin wow wow wow,"318,976,208",https://drive.google.com/file/d/1ll5o49KGBnqIwP3hmQIM5iaEjVKBwx3L/view?usp=drive_link,
93,Psycho,post malone feat ty dolla ign,2018,pophiphop,damn ap goin psycho lil mama bad like michael cant realli trust nobodi thi jewelri roof look like noshow got diamond boatload come toni romo clown bozo ap goin psycho lil mama bad like michael cant realli trust nobodi thi jewelri roof look like noshow got diamond boatload dont act like friend im rollin end though stuck friend zone tell fourfiv fifth ayi hunnid band insid short dechino shtayi tri stuff dont even fit ayi know sht ever sinc jit ayi made first million im like sht thi ayi 30 walkthrough man bch lit ayi mani bottl gave ugli girl sip window benzo could send rent im like woah man neck goddamn cold diamond weigh teeth sore got homi let blow oh money thick wont ever fold said hold cant ever tell damn ap goin psycho lil mama bad like michael cant realli trust nobodi thi jewelri youmi roof look like noshow got diamond boatload come toni romo clown bozo ap goin psycho lil mama bad like michael cant realli trust nobodi thi jewelri roof look like noshow got diamond boatload dont act like friend im rollin end though ap goin psycho rolli goin brazi im hittin lil mama wanna babi sippi panki chain stanki see whip promis take yo dolla ridin old school chevi drop top boolin thotthot gon give toptop one switch make ass drop hey uh take smoke shop gon get high ayi gon hit rodeo dial valentino gon hit pico take im take slum thi aint happen overnight diamond real bright saint laurent jean still van though vvss put necklac girl look beauti tonight star roof match jewelri damn ap goin psycho lil mama bad like michael cant realli trust nobodi thi jewelri roof look like noshow got diamond boatload come toni romo clown bozo ap goin psycho lil mama bad like michael cant realli trust nobodi thi jewelri roof look like noshow got diamond boatload dont act like friend im rollin end though,"1,036,875,866",https://drive.google.com/file/d/1kZJl4ewJ0FrSsi0o7N4NXXxwwK2WMZmx/view?usp=drive_link,
94,I Fall Apart,post malone,2016,pophiphop,oooh fall apart oooh yeah mmhmm told im enough yeah left broken heart yeah fool twice fault yeah cut deep left scar yeah mani thought goin brain yeah im takin shot like novocain yeah oooh fall apart core oooh fall apart core oooh didnt know befor surpris caught guard thi damn jewelri bought wa shorti thought never caught feelin thi hard harder liquor pour tell dont want cant let go everybodi told feelin like sold soul devil form whore devil form whore said said said wed togeth oooh fall apart core oooh fall apart core oooh didnt know befor surpris caught guard thi damn jewelri bought wa shorti thought ice keep pourin drink keep flowin tri brush keep goin cover scar cant help showin whippin foreign tear keep blowin ice keep droppin drink keep flowin tri brush keep goin scar cant help showin whippin foreign tear keep blowin yeah oooh fall apart core oooh fall apart core oooh didnt know befor surpris caught guard thi damn jewelri bought wa shorti thought,"71,258,499",https://drive.google.com/file/d/1YHE0qchKxlVzh8UqP-umI8X9Bws9zyXz/view?usp=drive_link,
95,Congratulations,post malone feat quavo,2016,pophiphop,yeah yeah yeah hey mama call seen tv son said shit done chang ever sinc wa dream ever sinc wa young said wouldnt noth alway say congratul uh uh uh work hard forgot vacat uhhuh aint never dedic uh uh peopl hatin say chang look made uh uh yeah made uh uh uhthey wa never friendli yeah im jump bentley yeahand know sound dramat yeah knew yeah money im savag yeah itch like habit yeah im surround twenti bad bitch yeah didnt know last year yeah everyon wanna act like import yeahyeahyeah yeahyeahyeah mean noth saw dough yeah yeahyeahyeah yeahyeahyeah everyon count drop ball yeah yeahyeahyeah yeahyeahyeah everyth custom like im border yeah yeah fuck win put lighter sky could make cent got million mind come bullshit put side ball sinc babi could see eye mama call seen tv son said shit done chang ever sinc wa dream ever sinc wa young said wouldnt noth alway say congratul congratul work hard forgot vacat ooh aint never dedic ayi uh uh peopl hatin say chang look made uh uh yeah made uh uh uh yeah wa patient yeah oh wa patient ayi ooh scream made made itnow everyon everywher go say gratul uh young nigga young nigga graduat yeah pick rock ball babi ball im look someon call babi brrt right got situat ayi nothin old ben ben franklin cash big ring woo champagn champagn life like ball game ball game instead im trap though trap though pot big call super bowl super bowl woo super bowl call hoe brrt get roll skrrt top floor lifestyl top honcho post yeah ayi malon ayi got play phone ayi know im ayi huncho houdini gone ayi mama call seen tv son said shit done chang ever sinc wa dream ever sinc wa young said wouldnt noth alway say congratul ayi uh uh uh work hard forgot vacat uhhuh ooh aint never dedic ayi uh uh peopl hatin say chang look made yeah yeah made ayi hey hey hey hey hey hey,"1,553,720,986",https://drive.google.com/file/d/1YHE0qchKxlVzh8UqP-umI8X9Bws9zyXz/view?usp=drive_link,
96,Better Now,post malone,2018,pophiphop,prolli think better better onli say caus im around around know never meant let let woulda gave anyth woulda gave everyth know say better better onli say caus around around know never meant let let woulda gave anyth woulda gave everyth ohoh believ would end end everyth came second benzo benzo even speakin friend knew uncl aunt though 20 candl blow em open eye lookin forward rest live use keep pictur post bedsid dresser sock dont like im rollin rollin rollin rollin brother like jona jona drinkin henni im tryna forget cant get thi shit outta head prolli think better better onli say caus im around around know never meant let let woulda gave anyth woulda gave everyth know say better better onli say caus around around know never meant let let woulda gave anyth woulda gave everyth ohoh seen dude seem like wa pretti cool wa broken life goe wonder gonna take gonna take anoth foreign bigger chain bigger chain becaus matter life ha chang keep look back better day prolli think better better onli say caus im around around know never meant let let woulda gave anyth woulda gave everyth know say better better onli say caus around around know never meant let let woulda gave anyth woulda gave everyth ohoh promis swear ill okay onli love life love life prolli think better better onli say caus im around around know never meant let let woulda gave anyth woulda gave everyth know say better better onli say caus around around know never meant let let woulda gave anyth woulda gave everyth ohoh,"600,364,763",https://drive.google.com/file/d/1kZJl4ewJ0FrSsi0o7N4NXXxwwK2WMZmx/view?usp=drive_link,
97,Circles,post malone,2019,poprock,couldnt turn around til upsid ill bad guy aint proud couldnt even tri dont believ thi everi time season chang love went cold feed flame caus cant let go run away run circl run away run away dare someth im wait dont take blame run away run circl run away run away run away let go got feel time let go say knew thi wa doom getgo thought wa special special wa sex though sex though still hear echo echo got feel time let go let go season chang love went cold feed flame caus cant let go run away run circl run away run away dare someth im wait dont take blame run away run circl run away run away run away mayb dont understand im go onli got lose make mind tell gonna onli let go season chang love went cold feed flame caus cant let go run away run circl run away run away dare someth im wait dont take blame run away run circl run away run away run away,"632,049,507",https://drive.google.com/file/d/13M80FUoQh8zfHknIqiBQMjEcwTIIPEUK/view?usp=drive_link,
98,Sunflower,post malone feat swae lee,2018,pophiphop,ayi ayi ayi ayi ooh ooh ooh ooh ooh ooh ayi ayi ooh ooh ooh ooh needless say keep check wa badbad nevertheless yeah callin quit babi im wreck wreck crash place babi wreck wreck needless say im keep check wa badbad nevertheless callin quit babi im wreck crash place babi wreck thinkin bad way losin grip screamin face babi dont trip someon took big l dont know felt lookin sideway parti tilt oohoohooh thing cant refus wanna ride like cruis im tryna lose left dust unless stuck ya sunflow think love would much youll left dust unless stuck ya sunflow sunflow everi time im leavin ooh dont make easi wish could give reason oh oh everi time im walkin hear tellin turn around fightin trust wont back even gotta risk right oh know scare unknown known dont wanna alon alon know alway come go go control youll left dust unless stuck ya sunflow think love would much youll left dust unless stuck ya sunflow sunflow yeah,"2,224,985,006",https://drive.google.com/file/d/175ci6LsRRuLSrisb33F77JT4sffLLB8z/view?usp=drive_link,
99,Rockstar,post malone feat 21 savage,2018,hiphoptrap,hahahahaha tank god ayi ayi ive fuckin hoe poppin pilli man feel like rockstar ayi ayi brother got ga alway smokin like rasta fuckin call uzi show man shotta homi pull block make thing go grrratatata ta pow pow pow ayi ayi switch whip came back black im startin sayin rest peac bon scott scott ayi close door blowin smoke ask light fire like im morrison son ayi act fool stage prolli leav fuckin show cop car car ayi shit wa legendari threw tv window montag cocain tabl liquor pourin dont give damn dude girlfriend groupi tryna get sayin im band ayi ayi actin outta pocket tryna grab pant hundr bitch trailer say aint got man brought friend yeah ayi ayi ayi ive fuckin hoe poppin pilli man feel like rockstar ayi ayi brother got ga alway smokin like rasta fuckin call uzi show man shotta homi pull block make thing go grrratatata ta pow pow pow ive hill fuckin superstar feelin like popstar 21 21 21 drinkin henni bad bitch jumpin pool aint got bra bra hit back pullin track screamin âno mã yeah yeah yeah like savag whi got twelv car garag onli got six car 21 aint cakin kiss kiss wifey say im lookin like whole snack big snack green hundr safe got old rack old rack la bitch alway askin coke 21 21 livin like rockstar smash cop car sweeter poptart know hard done made hot chart member use trap hard livin like rockstar im livin like rockstar ayi ive fuckin hoe poppin pilli man feel like rockstar ayi ayi brother got ga alway smokin like rasta yeah yeah yeah yeah fuckin call uzi show man shotta homi pull block make thing go grrratatata ta grrratatatata star star rockstar rockstar star rockstar rockstar feel like rockstar rockstar rockstar feel like,"1,131,452,674",https://drive.google.com/file/d/1kZJl4ewJ0FrSsi0o7N4NXXxwwK2WMZmx/view?usp=drive_link,
100,White Iverson,post malone,2016,pophiphop,doubl ot im new three saucin saucin im saucin im swaggin im swaggin im swaggin ohooh swaggin im ballin im ballin iverson swish ooh ayi watch watch watch yeah shot shot shot yeah spendin im spendin fuckin pay got braid got hoe start rockin sleev cant ball joe know concord toe thi shit hard ooh aint rich yet know aint broke see like buy store store im white girl lovin coca coca like ot doubl ot like im kd smokin og smokin og know 23 gold teeth gold teeth bitch im smile bet see noseble noseble im new three chang new 3s new 3s white iverson start ballin wa young gon think im gone need money like ring never saucin saucin im saucin im swaggin im swaggin im swaggin ohooh im ballin im ballin iverson watch watch watch yeah shot shot shot yeah spendin im spendin fuckin pay ooh stoney cigarett headband comma comma head man slump like dead man red black bout bread man im answer never question lace learn lesson bitch im saucin wow thi often dont talkin option right walk jump jordan ooh im ballin money jumpin like im davi new orlean bitch im harden dont miss nothin fuck practic thi shit happen know yall cant stand ayi never pass work magic high averag ball bastard make happi tragic make happen yall shaqtin white iverson start ballin wa young gon think im gone need money like ring never saucin saucin im saucin im swaggin im swaggin im swaggin ohooh im ballin im ballin iverson watch watch watch yeah shot shot shot yeah spendin im spendin fuckin pay oohooh oohooh oohooh oohooh,"1,053,295,540",https://drive.google.com/file/d/11Js-bzV-S-aKpMsqk3-pSEOI0dQoBU6s/view?usp=drive_link,
